id,expec_vida,alcool,hepatite_b,sarampo,hiv_aids,escolaridade
1577,50.0,1.27,91.0,20,16.9,9.6
1578,48.5,1.18,87.0,143,19.3,9.7
1579,47.1,1.18,99.0,1,21.1,9.6
1580,46.0,1.04,93.0,184,22.4,9.7
1581,45.1,1.11,89.0,1116,23.4,10.0
1582,44.6,1.08,84.0,167,24.2,10.3
1583,44.0,1.1,64.0,92,24.7,10.4
1587,74.8,0.52,96.0,221,0.1,13.0
1588,74.6,0.53,96.0,195,0.1,12.9
1589,74.5,0.53,97.0,1868,0.1,12.9
1590,74.3,0.51,96.0,1569,0.1,13.0
1591,74.1,0.49,96.0,73,0.1,12.8
1592,74.0,0.47,96.0,153,0.1,12.6
1593,73.8,0.47,97.0,334,0.1,12.5
1594,73.7,0.43,96.0,394,0.1,12.3
1595,73.6,0.42,95.0,564,0.1,12.7
1596,73.4,0.46,96.0,1407,0.1,12.9
1597,73.2,0.49,94.0,5729,0.1,12.7
1598,73.1,0.48,95.0,632,0.1,12.1
1599,72.9,0.49,95.0,408,0.1,12.0
1600,72.7,0.53,95.0,2198,0.1,11.9
1601,72.4,0.54,97.0,6187,0.1,11.6
1603,78.2,0.01,99.0,0,0.1,12.7
1604,77.9,0.01,99.0,0,0.1,12.4
1605,77.6,0.01,99.0,0,0.1,12.1
1606,77.3,1.92,96.0,0,0.1,11.8
1607,76.7,1.83,97.0,0,0.1,11.6
1608,76.3,1.59,98.0,6,0.1,11.8
1609,75.9,1.76,98.0,0,0.1,11.8
1610,75.4,1.78,98.0,20,0.1,11.9
1611,75.0,1.62,98.0,47,0.1,12.0
1612,74.3,1.47,98.0,1395,0.1,12.1
1613,73.4,1.6,97.0,37,0.1,12.2
1614,72.7,1.75,98.0,75,0.1,11.8
1615,71.8,1.95,98.0,926,0.1,12.0
1616,78.0,1.98,98.0,0,0.1,11.8
1617,69.6,1.83,96.0,20,0.1,11.3
1619,57.8,0.01,73.0,290,1.6,8.2
1620,57.3,0.01,69.0,221,1.6,8.0
1621,57.2,0.01,66.0,341,1.5,7.7
1622,56.8,0.61,66.0,24,1.5,7.5
1623,56.5,0.6,72.0,1719,1.5,7.3
1624,56.0,0.59,71.0,2939,1.6,7.1
1625,55.5,0.57,74.0,98,1.6,5.8
1626,55.0,0.55,74.0,2,1.7,6.4
1627,54.3,0.53,9.0,128,1.8,6.1
1628,53.6,0.55,83.0,33,1.9,5.8
1629,52.8,0.49,73.0,172,2.0,5.5
1630,52.0,0.54,79.0,232,2.2,5.2
1635,81.4,8.49,9.0,0,0.1,14.3
1636,81.1,8.58,94.0,0,0.1,14.2
1637,81.0,7.67,93.0,0,0.1,14.1
1638,87.0,6.91,82.0,3,0.1,14.8
1639,83.0,7.91,75.0,0,0.1,14.6
1640,82.0,7.38,86.0,1,0.1,14.4
1641,80.0,7.14,86.0,1,0.1,14.6
1642,79.6,7.45,82.0,2,0.1,14.4
1643,79.3,8.84,86.0,1,0.1,14.8
1644,79.0,6.41,85.0,6,0.1,14.8
1645,78.7,6.53,85.0,4,0.1,14.2
1646,78.5,6.7,89.0,4,0.1,13.8
1652,63.0,0.01,84.0,14,0.9,8.5
1653,62.7,0.01,8.0,62,1.1,8.2
1654,62.5,0.01,8.0,35,1.2,7.8
1655,62.2,0.01,75.0,234,1.2,7.7
1656,62.0,0.01,64.0,1292,1.2,7.6
1657,61.7,0.01,64.0,322,1.2,7.1
1658,61.4,0.02,74.0,4,1.3,7.2
1659,61.2,0.02,74.0,11,1.3,7.4
1660,69.0,0.01,68.0,22,1.3,7.2
1661,66.0,0.01,42.0,127,1.3,7.2
1668,74.2,0.01,97.0,0,0.1,14.7
1669,74.1,0.01,98.0,0,0.1,14.7
1670,73.9,0.01,98.0,0,0.1,14.3
1671,73.6,3.03,98.0,2,0.1,14.1
1672,73.3,2.95,99.0,12,0.2,14.0
1673,72.8,2.83,99.0,15,0.1,13.8
1674,72.7,2.49,99.0,12,0.1,13.6
1675,72.9,3.24,97.0,13,0.1,13.5
1676,71.8,3.73,97.0,3,0.1,13.4
1677,72.1,3.94,97.0,7,0.1,13.0
1678,71.9,4.16,98.0,28,0.1,12.8
1679,71.5,4.08,97.0,777,0.1,12.6
1680,71.5,4.14,88.0,0,0.1,12.5
1681,71.5,4.38,92.0,0,0.1,12.2
1682,71.0,4.6,88.0,0,0.1,12.1
1684,76.6,5.26,84.0,3,0.1,13.1
1685,76.6,5.23,82.0,0,0.1,12.9
1686,76.3,5.29,99.0,0,0.1,12.7
1687,76.1,5.3,98.0,3,0.1,12.6
1688,75.6,5.21,93.0,0,0.1,12.5
1689,75.7,5.27,95.0,0,0.1,12.5
1690,75.6,5.36,97.0,0,0.1,12.3
1691,76.0,5.35,98.0,0,0.1,12.3
1692,75.8,5.11,98.0,23,0.1,12.2
1693,75.3,4.93,98.0,6,0.1,12.2
1694,75.4,4.9,98.0,64,0.1,12.1
1695,75.0,4.88,98.0,44,0.1,11.9
1696,75.0,4.77,97.0,0,0.1,11.6
1697,75.0,4.86,97.0,3,0.1,11.6
1698,74.8,4.99,97.0,30,0.1,11.4
1700,69.4,1.58,81.0,140,0.1,11.7
1701,69.2,1.67,83.0,0,0.1,11.7
1702,69.0,2.98,82.0,0,0.1,11.7
1703,68.9,1.89,83.0,0,0.1,11.7
1704,68.7,1.76,88.0,0,0.1,11.5
1705,68.5,2.06,89.0,0,0.1,11.4
1706,68.4,1.97,89.0,0,0.1,11.2
1707,68.2,1.64,9.0,0,0.1,11.0
1708,68.0,1.73,84.0,0,0.1,10.9
1709,67.9,1.9,91.0,0,0.1,10.7
1710,67.7,2.02,8.0,0,0.1,10.5
1711,67.5,3.15,89.0,0,0.1,10.4
1712,66.2,2.78,85.0,0,0.1,10.2
1713,67.2,2.82,81.0,0,0.1,10.1
1714,67.0,2.23,87.0,0,0.1,0.0
1717,68.4,0.01,99.0,0,0.1,14.8
1718,68.1,0.01,98.0,0,0.1,14.7
1719,67.8,0.01,99.0,0,0.1,14.7
1720,67.3,0.01,99.0,0,0.1,14.6
1721,66.3,5.8,96.0,7,0.1,14.3
1722,66.9,4.61,97.0,8,0.1,13.8
1723,67.4,4.26,96.0,31,0.1,13.4
1724,65.9,3.79,98.0,12,0.1,13.0
1725,65.0,2.91,98.0,26,0.1,12.7
1726,64.5,2.75,98.0,0,0.1,11.8
1727,64.0,1.75,98.0,0,0.1,11.2
1728,64.0,1.31,98.0,18,0.1,10.5
1729,63.8,2.43,98.0,1205,0.1,10.1
1730,63.2,2.87,95.0,10677,0.1,9.4
1731,62.8,2.79,93.0,925,0.1,8.9
1733,75.9,0.01,87.0,0,0.1,15.1
1734,75.8,0.01,9.0,0,0.1,15.1
1735,75.6,0.01,9.0,0,0.1,15.1
1736,75.4,6.56,91.0,5,0.1,15.1
1737,75.3,6.56,9.0,5,0.1,15.0
1738,75.0,6.45,87.0,0,0.1,14.6
1739,74.6,6.17,93.0,0,0.1,14.2
1740,74.2,4.98,9.0,0,0.1,13.6
1741,73.8,5.38,9.0,0,0.1,13.2
1749,74.1,0.43,99.0,10,0.1,12.1
1750,73.9,0.45,99.0,92,0.1,12.1
1751,73.6,0.55,99.0,668,0.1,11.6
1752,73.3,0.54,98.0,982,0.1,11.2
1753,72.8,0.56,98.0,633,0.1,10.7
1754,72.3,0.62,98.0,834,0.1,10.5
1755,71.8,0.51,97.0,1455,0.1,10.3
1756,71.4,0.56,95.0,2248,0.1,10.0
1757,71.0,0.58,95.0,1217,0.1,10.0
1758,77.0,0.47,96.0,0,0.1,9.8
1759,72.0,0.56,95.0,6399,0.1,9.6
1760,69.9,0.58,9.0,10841,0.1,9.3
1761,69.5,0.46,92.0,6000,0.1,8.8
1762,69.0,0.46,84.0,2724,0.1,8.5
1763,68.6,0.45,43.0,7368,0.1,8.0
1765,56.7,0.01,79.0,9,4.1,9.1
1766,55.3,1.16,78.0,8,5.1,9.1
1767,54.8,1.19,76.0,145,6.9,9.2
1768,54.3,0.94,76.0,177,9.6,9.5
1769,54.0,0.96,74.0,2321,10.8,9.3
1770,53.8,1.18,74.0,60,11.3,9.2
1771,53.2,1.48,75.0,4,12.6,8.8
1772,52.1,1.03,75.0,267,14.1,8.2
1773,51.2,1.2,75.0,183,16.3,7.9
1774,58.0,1.23,75.0,12598,16.2,7.3
1775,54.0,1.54,76.0,9396,15.9,7.0
1776,51.0,1.68,76.0,28898,15.3,6.7
1777,49.8,2.16,76.0,7155,14.5,6.2
1778,49.5,2.09,25.0,7085,13.4,5.8
1781,66.4,0.01,88.0,122,0.3,9.1
1782,66.2,0.7,75.0,1010,0.4,9.1
1783,65.9,0.55,58.0,2175,0.5,9.1
1784,65.6,0.33,4.0,2046,0.5,9.1
1785,65.4,0.3,92.0,190,0.5,8.8
1786,65.2,0.28,91.0,329,0.6,8.5
1787,59.2,0.3,85.0,333,0.6,8.2
1788,64.5,0.26,85.0,1088,0.6,8.1
1789,64.2,0.28,75.0,760,0.6,8.0
1790,63.9,0.28,62.0,314,0.5,7.9
1791,63.5,0.44,39.0,1329,0.5,7.8
1792,63.2,0.4,8.0,830,0.5,7.7
1797,65.9,0.01,88.0,477,2.2,11.7
1798,66.1,0.01,89.0,1028,2.5,11.6
1799,65.8,0.01,84.0,86,3.7,11.5
1800,64.3,7.84,82.0,79,4.7,11.5
1801,63.0,7.58,83.0,3138,6.2,11.4
1814,69.6,0.01,92.0,1279,0.1,12.4
1815,69.3,0.27,92.0,1861,0.1,12.3
1816,68.9,0.26,9.0,3362,0.2,12.3
1817,68.4,0.27,92.0,2359,0.2,12.0
1818,68.0,0.24,82.0,190,0.2,11.1
1819,67.5,0.22,89.0,189,0.2,10.5
1820,67.0,0.21,82.0,2089,0.2,10.1
1821,66.6,0.2,82.0,1415,0.2,10.0
1822,66.0,0.2,69.0,2838,0.2,9.6
1823,65.4,0.2,41.0,5023,0.2,9.4
1824,64.7,0.21,27.0,12074,0.2,9.3
1825,64.3,0.2,2.0,13344,0.1,9.2
1830,81.7,0.01,92.0,140,0.1,18.1
1831,81.4,8.68,51.0,2632,0.1,18.1
1832,81.1,9.05,2.0,10,0.1,18.1
1833,81.1,8.96,2.0,51,0.1,17.2
1845,81.6,8.7,92.0,10,0.1,19.2
1846,81.5,9.07,93.0,280,0.1,19.2
1847,81.3,9.18,93.0,8,0.1,19.3
1848,81.1,9.2,93.0,68,0.1,19.5
1849,86.0,9.47,95.0,597,0.1,19.7
1850,89.0,9.62,9.0,43,0.1,20.3
1851,85.0,9.24,93.0,198,0.1,19.3
1852,81.0,9.49,9.0,0,0.1,19.5
1853,81.0,9.19,88.0,25,0.1,19.2
1854,79.9,9.34,87.0,20,0.1,19.1
1855,79.9,9.31,87.0,20,0.1,18.9
1856,79.2,9.15,88.0,33,0.1,18.4
1857,79.1,8.91,89.0,66,0.1,18.2
1858,78.7,9.13,89.0,21,0.1,17.5
1859,78.5,8.75,9.0,65,0.1,17.4
1860,78.6,8.91,9.0,65,0.1,17.2
1862,74.5,3.55,98.0,0,0.1,11.6
1863,73.9,3.58,98.0,0,0.1,11.5
1864,73.9,3.63,98.0,0,0.1,11.5
1865,74.5,3.39,98.0,0,0.1,11.5
1866,73.2,3.38,98.0,0,0.1,11.4
1867,73.2,3.36,98.0,0,0.2,11.3
1868,72.5,3.64,97.0,0,0.2,11.1
1869,72.5,3.83,93.0,0,0.2,11.0
1870,73.0,3.69,88.0,0,0.3,11.0
1871,71.2,3.7,86.0,0,0.3,11.0
1872,71.0,3.81,79.0,0,0.3,11.0
1873,76.0,3.77,86.0,0,0.3,11.0
1874,75.0,3.5,85.0,0,0.4,10.7
1875,73.0,3.51,87.0,0,0.4,10.4
1876,73.0,3.61,83.0,0,0.4,10.1
1878,61.4,0.01,68.0,1142,0.5,5.3
1879,69.0,0.01,67.0,1224,0.6,5.3
1880,63.0,0.01,71.0,272,0.7,5.1
1881,59.4,0.15,75.0,771,0.7,4.8
1882,58.2,0.12,7.0,372,0.9,4.5
1883,57.1,0.11,71.0,801,1.1,4.2
1894,53.6,0.01,49.0,6855,3.9,10.0
1895,53.2,8.3,46.0,52852,3.9,9.8
1896,52.7,8.54,42.0,6447,4.4,9.7
1897,52.3,8.75,46.0,18843,4.7,9.6
1898,52.0,8.9,49.0,8491,4.8,9.5
1899,51.6,9.05,63.0,1272,4.9,9.3
1900,59.0,9.3,41.0,9960,5.0,9.2
1901,55.0,9.55,42.0,2613,5.2,9.1
1902,49.8,9.66,27.0,704,5.3,9.0
1903,49.2,9.71,18.0,110927,5.4,8.9
1927,76.4,0.4,99.0,0,0.1,13.7
1928,76.2,0.46,98.0,0,0.1,13.7
1929,76.0,0.51,98.0,13,0.1,13.7
1930,75.8,0.54,99.0,5,0.1,13.6
1931,75.6,0.56,99.0,3,0.1,13.5
1932,75.4,0.56,98.0,19,0.1,12.4
1933,75.2,0.57,99.0,18,0.1,11.9
1934,74.9,0.57,99.0,24,0.1,11.5
1935,74.7,0.58,99.0,13,0.1,11.6
1936,74.3,0.63,99.0,25,0.1,11.5
1937,74.0,0.61,99.0,18,0.1,11.5
1938,73.6,0.56,99.0,1,0.1,11.2
1939,73.3,0.54,99.0,5,0.1,11.0
1940,72.9,0.55,99.0,15,0.1,10.7
1941,72.6,0.38,99.0,15,0.1,10.4
1943,66.2,0.01,72.0,1370,0.1,7.8
1944,66.0,0.04,72.0,8749,0.1,7.7
1945,65.7,0.04,72.0,8046,0.1,7.6
1946,65.5,0.04,74.0,4386,0.1,7.5
1947,65.1,0.04,82.0,4321,0.1,7.5
1948,64.8,0.03,78.0,863,0.1,7.3
1949,64.6,0.03,65.0,1129,0.1,7.3
1950,64.4,0.03,75.0,2801,0.1,6.7
1951,64.2,0.03,78.0,7641,0.1,6.5
1952,62.9,0.04,7.0,2981,0.1,6.1
1953,63.7,0.01,65.0,4248,0.1,5.6
1954,63.5,0.01,63.0,4740,0.1,5.6
1960,77.6,6.74,8.0,0,0.1,13.0
1961,77.5,6.89,8.0,0,0.1,12.9
1962,77.2,6.95,85.0,0,0.1,12.8
1963,77.3,6.9,87.0,4,0.1,12.9
1964,76.5,6.94,94.0,0,0.1,12.8
1965,76.8,6.87,85.0,0,0.1,12.8
1966,76.5,6.74,86.0,0,0.1,12.8
1967,76.4,6.16,85.0,0,0.2,12.9
1968,76.2,5.72,88.0,0,0.1,12.9
1969,75.8,5.53,92.0,0,0.1,12.9
1970,75.8,5.69,95.0,0,0.2,12.8
1971,75.5,5.52,98.0,0,0.1,12.8
1972,75.7,5.52,98.0,0,0.2,12.6
1973,75.5,5.43,98.0,0,0.1,12.4
1976,62.7,0.01,67.0,2299,0.7,10.0
1977,62.4,0.01,73.0,12,0.8,10.0
1978,62.2,0.01,68.0,0,1.0,9.9
1979,62.0,0.88,66.0,0,1.0,9.9
1980,61.8,0.79,56.0,0,1.1,9.6
1981,61.6,0.82,66.0,0,1.1,9.2
1982,61.4,0.81,59.0,0,1.3,8.9
1983,61.1,0.71,61.0,0,1.4,8.6
1984,68.0,0.64,71.0,1,1.5,8.2
1985,64.0,0.84,63.0,1222,1.5,7.9
1986,59.9,0.58,6.0,1385,1.5,7.6
1987,59.6,0.59,67.0,3863,1.4,7.2
1988,59.3,0.61,6.0,17620,1.4,6.9
1989,59.1,0.68,59.0,4023,1.3,6.6
1990,58.9,0.73,57.0,7135,1.1,6.2
1992,73.9,0.01,87.0,0,0.2,12.3
1993,73.8,5.03,86.0,0,0.2,12.3
1994,73.6,5.36,87.0,0,0.1,12.3
1995,73.4,5.79,89.0,0,0.1,12.3
1996,73.2,5.65,89.0,0,0.1,12.4
1997,73.0,5.39,85.0,0,0.1,12.1
1998,72.7,6.14,87.0,0,0.1,11.9
1999,72.5,5.61,86.0,0,0.1,12.0
2000,72.3,5.61,92.0,0,0.2,12.1
2001,72.1,6.38,92.0,0,0.2,12.3
2002,71.9,6.2,9.0,0,0.2,12.1
2003,71.7,6.64,86.0,0,0.1,12.7
2008,75.3,0.01,88.0,0,0.1,13.4
2009,75.3,5.38,88.0,0,0.1,13.4
2010,74.9,5.14,95.0,0,0.1,13.4
2011,74.5,4.83,91.0,0,0.2,13.4
2012,73.7,4.72,93.0,0,0.2,13.3
2013,73.8,4.69,93.0,0,0.3,13.3
2014,73.9,4.85,93.0,1,0.3,13.2
2015,74.0,4.29,93.0,0,0.3,13.2
2016,74.2,4.22,94.0,0,0.4,13.0
2017,72.8,4.44,94.0,0,0.4,13.0
2018,72.2,4.27,92.0,0,0.4,12.8
2019,72.1,4.5,65.0,0,0.4,13.3
2024,68.4,4.52,67.0,58848,0.1,11.7
2025,68.1,4.61,89.0,2920,0.1,11.7
2026,68.1,5.02,88.0,1536,0.1,11.6
2027,68.0,4.96,87.0,6538,0.1,11.5
2028,67.9,4.85,77.0,6368,0.1,11.4
2029,68.0,4.42,85.0,1469,0.1,11.7
2030,67.5,4.21,88.0,341,0.1,11.5
2031,67.5,4.19,87.0,530,0.1,11.4
2032,67.3,4.08,77.0,9,0.1,11.5
2033,67.0,4.22,49.0,118,0.1,11.6
2034,67.3,4.45,48.0,3025,0.1,11.6
2035,67.2,4.44,52.0,10511,0.1,11.6
2036,66.8,4.42,42.0,7003,0.1,11.4
2037,66.8,4.54,45.0,7360,0.1,11.4
2038,66.8,4.73,7.0,7120,0.1,11.4
2040,77.3,10.71,96.0,0,0.1,16.4
2041,77.1,11.63,96.0,84,0.1,15.4
2042,76.8,10.81,97.0,71,0.1,15.3
2043,76.7,10.93,98.0,0,0.1,15.4
2044,76.3,10.59,98.0,13,0.1,15.1
2045,75.7,10.7,98.0,115,0.1,15.1
2046,75.5,11.4,98.0,0,0.1,15.0
2047,75.3,10.9,98.0,40,0.1,15.0
2048,75.2,10.4,98.0,120,0.1,15.0
2049,75.0,9.5,98.0,13,0.1,14.8
2050,74.9,9.19,98.0,11,0.1,15.5
2051,74.7,9.06,97.0,48,0.1,15.3
2052,74.5,8.02,98.0,34,0.1,15.0
2053,74.2,7.74,95.0,133,0.1,14.7
2054,73.7,8.4,99.0,77,0.1,14.6
2056,89.0,9.88,98.0,0,0.1,16.8
2057,86.0,10.0,98.0,1,0.1,16.3
2058,83.0,11.96,98.0,23,0.1,16.3
2059,82.0,11.92,97.0,2,0.1,16.2
2060,79.6,12.25,97.0,5,0.1,16.0
2061,79.3,12.03,96.0,3,0.1,16.0
2062,79.0,12.35,97.0,1,0.1,15.8
2063,78.7,12.57,97.0,0,0.1,15.4
2064,78.5,13.11,97.0,0,0.1,15.4
2065,77.7,13.33,94.0,7,0.1,15.4
2066,78.0,13.45,94.0,5,0.1,15.9
2067,77.3,14.21,94.0,8,0.1,15.8
2068,77.2,12.0,82.0,8,0.1,15.9
2069,76.9,12.22,7.0,0,0.1,15.7
2070,76.6,11.89,58.0,45,0.1,15.5
2072,78.1,1.15,89.0,46,0.1,13.4
2073,77.9,1.2,97.0,73,0.1,13.4
2074,77.8,1.13,93.0,160,0.1,13.4
2075,77.5,1.16,93.0,101,0.1,12.4
2076,77.3,1.16,97.0,295,0.1,12.0
2077,77.0,1.11,99.0,112,0.1,11.8
2078,76.8,1.37,97.0,0,0.1,11.7
2079,76.7,1.24,94.0,361,0.1,12.6
2080,76.6,1.28,96.0,144,0.1,13.7
2081,76.6,1.18,97.0,74,0.1,13.7
2082,76.6,1.11,97.0,29,0.1,13.5
2083,76.5,1.0,93.0,24,0.1,12.8
2084,76.4,0.87,98.0,34,0.1,12.2
2085,76.3,0.76,93.0,23,0.1,12.6
2086,76.2,0.5,89.0,46,0.1,13.0
2120,74.8,0.01,94.0,59,0.1,14.7
2121,74.6,9.59,96.0,1159,0.1,14.7
2122,74.4,9.58,96.0,7450,0.1,15.3
2123,74.3,9.1,96.0,4189,0.1,15.7
2124,73.4,9.0,98.0,193,0.1,15.8
2125,73.1,10.4,95.0,8,0.1,15.4
2126,73.1,11.9,97.0,12,0.1,14.7
2127,72.9,10.6,99.0,353,0.1,14.1
2128,72.5,8.51,99.0,3196,0.1,13.7
2129,71.9,7.68,98.0,5043,0.1,13.4
2130,71.7,9.82,99.0,117,0.1,12.9
2131,71.1,8.78,98.0,9,0.1,12.5
2132,77.0,9.62,99.0,14,0.1,12.0
2133,78.0,9.78,98.0,10,0.1,11.7
2134,77.0,10.16,98.0,35,0.1,11.5
2136,73.0,10.12,97.0,4711,0.1,14.9
2137,70.0,10.58,97.0,2339,0.2,14.6
2138,69.6,10.99,97.0,2123,0.3,14.3
2139,69.4,11.04,97.0,629,0.3,14.0
2140,68.4,11.05,97.0,129,0.2,13.7
2141,68.2,11.21,98.0,101,0.3,14.0
2142,67.5,12.04,98.0,27,0.3,13.9
2143,67.3,12.19,98.0,173,0.3,13.8
2144,66.4,11.79,98.0,1147,0.3,13.8
2145,65.0,11.57,97.0,454,0.3,13.7
2146,64.9,11.5,96.0,2444,0.3,13.6
2147,64.6,11.32,94.0,3291,0.4,13.2
2148,64.8,10.87,81.0,580,0.3,12.8
2149,65.1,10.47,43.0,2072,0.3,12.5
2152,65.7,0.01,98.0,10,0.4,10.8
2153,65.2,0.01,98.0,17,0.5,10.8
2154,64.6,0.01,98.0,75,0.7,10.5
2155,63.8,8.34,97.0,31,1.3,10.2
2156,62.8,7.92,97.0,121,2.3,10.0
2157,61.0,7.11,97.0,5,2.8,10.2
2158,68.0,6.39,97.0,6,3.7,10.4
2159,59.6,6.78,97.0,26,5.0,10.1
2160,57.6,6.88,99.0,494,6.2,9.3
2161,55.3,7.01,95.0,129,7.1,8.8
2162,53.4,6.75,89.0,386,7.7,8.2
2163,52.0,6.66,96.0,1064,8.1,7.6
2164,57.0,7.82,88.0,2738,8.0,7.2
2169,75.0,9.97,99.0,0,0.1,13.1
2170,74.8,9.73,99.0,0,0.1,13.1
2171,74.7,9.99,98.0,0,0.1,13.0
2172,74.6,10.43,99.0,0,0.1,12.9
2173,74.2,10.87,97.0,0,0.1,12.8
2174,74.3,11.09,95.0,0,0.1,12.7
2175,74.1,12.09,96.0,0,0.1,12.6
2176,73.9,12.68,99.0,0,0.1,12.8
2177,73.5,13.45,85.0,0,0.1,12.4
2178,73.1,12.32,95.0,0,0.2,12.2
2179,72.6,11.93,91.0,0,0.2,12.3
2180,72.2,12.55,84.0,0,0.2,12.4
2181,72.0,11.85,14.0,0,0.1,12.5
2185,73.1,7.01,98.0,0,0.1,13.3
2186,72.7,7.07,97.0,0,0.1,13.3
2187,72.8,6.93,96.0,0,0.1,13.3
2188,72.7,7.02,96.0,0,0.1,13.3
2189,72.5,7.0,99.0,0,0.1,13.3
2190,72.3,6.85,99.0,0,0.2,13.3
2191,72.1,6.92,99.0,0,0.3,13.3
2192,71.9,5.89,99.0,0,0.3,13.3
2193,71.7,5.93,99.0,0,0.3,13.3
2194,71.4,6.04,99.0,0,0.2,13.3
2195,71.2,5.42,99.0,0,0.4,13.2
2196,71.0,5.1,31.0,0,0.4,13.0
2201,73.8,0.01,56.0,0,0.1,12.9
2202,73.6,0.01,6.0,0,0.1,12.9
2203,73.2,0.01,64.0,1,0.1,12.9
2204,73.0,2.15,58.0,0,0.1,12.9
2205,72.6,3.01,57.0,8,0.1,12.9
2206,76.0,2.88,44.0,0,0.1,12.9
2207,72.5,3.97,12.0,0,0.1,12.9
2208,72.2,3.85,46.0,0,0.1,12.9
2209,72.0,3.52,35.0,0,0.1,12.7
2210,71.6,3.63,41.0,0,0.1,12.6
2211,71.4,3.62,54.0,0,0.1,12.4
2212,79.0,4.17,83.0,0,0.1,12.3
2213,76.0,3.3,86.0,0,0.1,12.1
2214,75.0,3.43,89.0,0,0.1,12.0
2215,72.0,3.0,89.0,0,0.1,12.1
2218,67.3,0.01,95.0,0,0.2,11.1
2219,67.1,0.01,97.0,0,0.2,11.0
2220,66.9,0.01,96.0,0,0.5,10.8
2221,66.6,5.69,96.0,0,0.5,10.6
2222,66.2,5.58,98.0,0,0.5,10.6
2223,65.8,4.13,98.0,0,0.9,10.1
2224,65.4,4.36,99.0,0,0.9,10.4
2225,65.1,4.14,87.0,0,1.2,10.3
2226,64.7,5.46,75.0,0,1.2,10.2
2227,64.3,5.27,96.0,0,1.6,10.0
2228,63.8,5.78,7.0,0,1.6,9.8
2229,63.4,6.54,43.0,0,1.6,9.7
2234,74.4,0.09,98.0,154,0.1,15.8
2235,74.3,0.09,98.0,1164,0.1,15.2
2236,74.1,0.09,98.0,294,0.1,14.5
2237,73.9,0.09,98.0,362,0.1,13.9
2238,73.7,0.09,98.0,334,0.1,13.3
2239,73.4,0.09,98.0,82,0.1,13.0
2240,73.3,0.09,98.0,158,0.1,12.8
2241,73.2,0.1,96.0,4648,0.1,12.7
2242,73.2,0.08,96.0,807,0.1,12.5
2243,73.1,0.05,97.0,373,0.1,12.4
2244,73.1,0.06,96.0,1880,0.1,12.3
2245,73.0,0.05,95.0,1208,0.1,12.2
2246,72.9,0.05,97.0,311,0.1,12.1
2247,72.8,0.05,95.0,155,0.1,12.0
2248,72.6,0.05,93.0,0,0.1,11.8
2250,66.4,0.26,89.0,32,0.3,9.1
2251,66.0,0.26,92.0,17,0.3,8.7
2252,65.6,0.28,91.0,46,0.4,8.3
2253,64.9,0.32,92.0,18,0.4,7.9
2254,64.3,0.28,89.0,428,0.4,7.7
2255,63.5,0.3,86.0,999,0.5,7.5
2256,62.8,0.28,88.0,6,0.6,7.1
2257,62.1,0.32,94.0,11,0.7,6.8
2258,61.3,0.34,89.0,3,0.7,6.6
2259,65.0,0.33,84.0,0,0.7,6.4
2260,59.7,0.35,54.0,31,0.7,6.2
2266,75.4,9.09,92.0,37,0.1,14.3
2267,75.3,9.16,91.0,1,0.1,14.1
2268,74.9,9.38,97.0,0,0.1,14.0
2269,74.6,9.56,94.0,370,0.1,13.5
2270,74.4,9.65,89.0,20,0.1,13.6
2271,74.1,9.85,93.0,1,0.1,13.6
2272,74.0,9.54,93.0,2,0.1,13.5
2273,73.8,9.3,99.0,201,0.1,13.5
2274,73.6,8.58,93.0,2,0.1,13.4
2275,73.0,9.6,65.0,2,0.1,13.2
2276,73.0,7.42,89.0,11,0.1,13.1
2282,73.0,0.01,99.0,0,0.1,13.2
2283,72.9,0.01,99.0,0,0.1,13.5
2284,72.7,0.01,99.0,0,0.1,13.5
2285,72.6,9.72,99.0,0,0.1,13.3
2286,72.4,6.51,99.0,0,0.1,13.2
2287,72.3,4.94,99.0,0,0.1,13.2
2288,72.2,6.33,99.0,0,0.1,13.2
2289,72.2,8.12,99.0,1,0.1,13.1
2290,72.2,8.12,99.0,10,0.1,13.1
2291,72.2,7.82,99.0,0,0.1,12.1
2292,72.1,7.91,99.0,0,0.1,12.3
2293,72.1,7.41,99.0,0,0.1,12.1
2294,72.1,11.15,99.0,0,0.1,12.1
2295,72.0,6.72,96.0,0,0.1,12.2
2296,71.8,8.24,98.0,0,0.1,12.3
2298,48.1,0.01,83.0,1006,0.6,9.5
2299,54.0,0.01,92.0,15,0.8,9.3
2300,49.7,0.01,91.0,678,0.9,9.1
2301,48.9,3.78,89.0,1865,1.3,8.9
2302,48.1,3.84,86.0,1089,1.6,8.7
2303,47.1,3.97,84.0,31,1.7,8.5
2304,46.2,3.91,77.0,44,1.9,8.3
2305,45.3,3.86,63.0,0,2.2,8.2
2313,83.1,1.79,96.0,0,0.1,15.4
2314,82.9,1.83,96.0,0,0.1,15.4
2315,82.7,1.83,97.0,138,0.1,15.4
2316,82.5,1.89,97.0,42,0.1,15.4
2317,82.2,1.8,96.0,148,0.1,15.2
2318,82.0,1.84,96.0,50,0.1,14.5
2319,81.7,1.73,96.0,16,0.1,14.4
2320,81.4,1.7,97.0,18,0.1,14.2
2321,81.1,1.6,96.0,15,0.1,14.1
2322,87.0,1.55,95.0,23,0.1,13.9
2323,82.0,1.49,96.0,33,0.1,12.6
