idade,renda_anual,tipo_propriedade,tempo_de_emprego,objetivo,classificacao,valor_emprestimo,taxa_juros,devedor,relacao_emprestimo_renda,foi_inadimplente
28,54600,Hipotecado,13.0,Educação,B,20000,11.89,1,0.37,N
25,57000,Próprio,9.0,Médico,B,12000,10.59,0,0.21,N
24,156000,Hipotecado,8.0,Educação,B,15000,10.25,0,0.1,N
41,24000,Alugado,24.0,Pessoal,A,2000,7.75,1,0.08,N
26,80400,Alugado,6.0,Empreendimento,B,7000,10.65,0,0.09,N
39,170000,Hipotecado,16.0,Médico,A,32000,7.49,0,0.19,N
24,84000,Hipotecado,8.0,Educação,B,18000,9.99,0,0.21,N
23,95000,Hipotecado,3.0,Reforma Casa,F,15000,17.03,1,0.16,N
27,93000,Alugado,11.0,Reforma Casa,A,12000,8.9,0,0.13,N
22,50000,Hipotecado,5.0,Empreendimento,B,10000,10.36,0,0.2,N
24,36000,Alugado,0.0,Educação,C,3000,13.92,0,0.08,S
32,122004,Hipotecado,13.0,Reforma Casa,A,10000,8.59,0,0.08,N
29,38400,Alugado,14.0,Educação,A,11000,7.49,0,0.29,N
29,72000,Alugado,13.0,Médico,C,15900,13.04,0,0.22,N
26,50004,Hipotecado,10.0,Educação,A,5000,9.32,0,0.1,N
27,120000,Alugado,2.0,Educação,B,11050,12.69,0,0.09,N
21,45432,Hipotecado,4.0,Empreendimento,B,5000,9.88,0,0.11,N
25,24000,Próprio,4.0,Médico,B,5000,10.95,0,0.21,N
22,27600,Alugado,5.0,Empreendimento,C,1200,13.06,0,0.04,N
27,60000,Alugado,8.0,Empreendimento,A,7000,6.99,0,0.12,N
26,113000,Alugado,3.0,Reforma Casa,C,10000,13.72,0,0.09,S
33,68736,Alugado,8.0,Reforma Casa,D,1200,16.29,0,0.02,N
25,28800,Alugado,0.0,Educação,A,5000,8.9,0,0.17,N
28,186000,Outros,3.0,Empreendimento,A,2500,7.4,0,0.01,N
50,150000,Alugado,0.0,Reforma Casa,B,11200,11.14,0,0.07,N
47,37000,Hipotecado,6.0,Pessoal,A,7400,8.0,0,0.2,N
27,46713,Hipotecado,3.0,Empreendimento,C,12375,10.91,0,0.26,N
30,30000,Hipotecado,3.0,Educação,A,5100,7.9,0,0.17,N
29,90000,Hipotecado,14.0,Educação,B,10000,10.65,0,0.11,N
22,62004,Hipotecado,6.0,Educação,A,3600,7.37,0,0.06,N
29,90000,Hipotecado,14.0,Reforma Casa,B,15000,11.11,0,0.17,N
34,182500,Hipotecado,6.0,Reforma Casa,C,15000,12.84,0,0.08,S
27,55000,Hipotecado,5.0,Pessoal,A,5000,6.62,0,0.09,N
31,55000,Alugado,3.0,Quitação de dívidas,B,10000,10.59,0,0.18,N
33,67000,Alugado,1.0,Empreendimento,A,6500,7.74,0,0.1,N
26,47000,Alugado,2.0,Empreendimento,B,8400,11.83,0,0.18,N
24,9600,Alugado,5.0,Pessoal,A,1000,8.49,1,0.1,N
26,93000,Hipotecado,7.0,Quitação de dívidas,D,25000,16.0,1,0.27,S
26,150000,Hipotecado,3.0,Quitação de dívidas,B,25000,9.99,0,0.17,N
24,73000,Alugado,2.0,Médico,B,4600,9.99,0,0.06,N
24,103641,Alugado,8.0,Empreendimento,B,4800,10.74,0,0.05,N
31,45000,Alugado,3.0,Quitação de dívidas,B,8000,10.99,0,0.18,N
25,96000,Alugado,9.0,Reforma Casa,A,7075,5.99,0,0.07,N
23,36000,Alugado,0.0,Empreendimento,C,5000,13.22,1,0.14,N
30,66000,Hipotecado,14.0,Quitação de dívidas,C,11200,13.49,1,0.17,N
35,62000,Hipotecado,9.0,Reforma Casa,B,13000,9.25,1,0.21,N
26,180000,Próprio,2.0,Pessoal,B,25000,10.99,0,0.14,N
29,115000,Hipotecado,10.0,Empreendimento,C,5600,13.43,0,0.05,S
25,26400,Alugado,5.0,Educação,A,5300,8.49,0,0.2,N
26,157500,Hipotecado,4.0,Pessoal,B,25000,11.86,0,0.16,N
27,60000,Alugado,8.0,Médico,A,7000,6.99,0,0.12,N
27,30000,Alugado,0.0,Médico,C,5600,13.49,0,0.19,N
28,200000,Alugado,1.0,Médico,B,24250,12.53,0,0.12,N
42,30000,Alugado,5.0,Empreendimento,D,8000,14.96,0,0.27,S
25,54000,Alugado,4.0,Pessoal,C,2500,13.98,0,0.05,N
22,57800,Alugado,6.0,Quitação de dívidas,C,11200,13.16,1,0.19,N
40,52479,Alugado,17.0,Reforma Casa,D,6600,14.54,1,0.13,N
22,40000,Hipotecado,6.0,Pessoal,B,14400,12.69,0,0.36,N
22,110000,Alugado,7.0,Educação,C,20000,14.17,0,0.18,N
23,21000,Alugado,6.0,Educação,A,7500,6.91,1,0.36,N
39,50000,Hipotecado,1.0,Educação,A,8000,7.68,0,0.16,N
23,39000,Hipotecado,8.0,Educação,A,10000,7.51,0,0.26,N
30,39600,Hipotecado,5.0,Quitação de dívidas,B,3000,10.38,0,0.08,N
22,45020,Alugado,6.0,Educação,B,8300,10.99,0,0.18,N
23,65000,Alugado,0.0,Médico,B,20000,10.37,1,0.31,N
27,50000,Alugado,5.0,Empreendimento,A,8000,7.14,0,0.16,N
39,78000,Hipotecado,5.0,Educação,C,12000,13.57,0,0.15,N
48,66000,Hipotecado,5.0,Reforma Casa,A,12475,6.62,0,0.19,N
22,115000,Hipotecado,7.0,Empreendimento,A,13600,7.29,0,0.12,N
22,31200,Alugado,7.0,Educação,B,12000,10.99,1,0.38,N
32,35004,Alugado,3.0,Médico,D,8150,16.49,0,0.23,S
25,23387,Alugado,2.0,Pessoal,A,10000,7.51,1,0.43,N
26,47004,Alugado,9.0,Médico,D,2500,15.65,0,0.05,S
29,98736,Próprio,13.0,Empreendimento,B,9000,11.89,0,0.09,N
30,66000,Hipotecado,15.0,Quitação de dívidas,B,15000,11.14,0,0.23,N
21,12000,Hipotecado,5.0,Quitação de dívidas,E,3250,15.68,1,0.27,S
34,98000,Próprio,19.0,Médico,B,16000,10.99,0,0.16,N
21,12000,Alugado,5.0,Educação,A,3000,8.9,1,0.25,N
27,90000,Alugado,3.0,Quitação de dívidas,A,10000,7.66,0,0.11,N
22,50433,Alugado,6.0,Empreendimento,B,5000,10.71,0,0.1,N
24,84000,Hipotecado,9.0,Empreendimento,B,25000,11.26,0,0.3,N
27,57240,Próprio,4.0,Empreendimento,B,15000,11.99,0,0.26,N
31,95000,Hipotecado,1.0,Reforma Casa,C,13200,12.99,0,0.14,S
25,30000,Alugado,0.0,Educação,E,1500,16.82,1,0.05,S
30,97000,Hipotecado,9.0,Pessoal,C,5000,13.49,0,0.05,S
27,149616,Próprio,0.0,Médico,C,15000,11.03,0,0.1,N
48,83000,Alugado,2.0,Empreendimento,B,12000,10.99,0,0.14,N
31,47000,Hipotecado,0.0,Médico,C,10000,11.03,0,0.21,S
49,72000,Alugado,4.0,Quitação de dívidas,A,8000,7.49,0,0.11,N
24,45792,Alugado,3.0,Pessoal,B,17000,10.38,1,0.37,N
23,35520,Alugado,3.0,Educação,C,5000,13.57,0,0.14,N
23,83600,Alugado,7.0,Quitação de dívidas,A,15000,8.49,1,0.18,N
22,75000,Hipotecado,7.0,Quitação de dívidas,B,8000,12.21,0,0.11,N
25,48000,Alugado,0.0,Empreendimento,A,4000,7.29,0,0.08,N
29,19200,Alugado,1.0,Pessoal,A,2000,5.99,1,0.1,N
23,55000,Hipotecado,8.0,Educação,B,12375,9.91,0,0.23,N
23,70200,Hipotecado,3.0,Médico,A,5000,7.14,0,0.07,N
26,135000,Hipotecado,6.0,Educação,D,15000,15.33,0,0.11,S
22,50004,Hipotecado,0.0,Educação,A,12000,7.37,0,0.24,N
25,137400,Alugado,4.0,Educação,C,3000,13.06,1,0.02,N
27,60000,Hipotecado,8.0,Educação,A,2000,7.29,0,0.03,N
23,40000,Hipotecado,7.0,Pessoal,B,4000,10.99,0,0.1,N
26,47004,Alugado,5.0,Pessoal,D,10000,15.05,0,0.21,N
23,50000,Alugado,5.0,Médico,A,10000,8.94,0,0.2,N
29,62400,Alugado,3.0,Reforma Casa,A,8000,6.62,0,0.13,N
25,46000,Próprio,0.0,Quitação de dívidas,E,19750,16.7,1,0.43,S
41,40000,Alugado,3.0,Pessoal,A,9200,7.49,0,0.23,N
28,28000,Alugado,3.0,Empreendimento,A,3000,6.91,0,0.11,N
22,73000,Hipotecado,6.0,Empreendimento,A,7000,7.49,0,0.1,N
23,63750,Hipotecado,2.0,Médico,C,15000,12.87,1,0.2,N
28,18000,Próprio,2.0,Médico,C,6350,13.57,1,0.35,N
23,51000,Próprio,7.0,Empreendimento,A,6000,5.42,0,0.12,N
23,85000,Hipotecado,2.0,Educação,A,5000,5.42,0,0.06,N
22,52000,Hipotecado,0.0,Educação,C,6400,11.34,0,0.12,S
28,96000,Alugado,3.0,Reforma Casa,A,28000,7.9,0,0.29,N
23,55000,Alugado,7.0,Empreendimento,C,8000,13.11,0,0.15,N
25,71328,Hipotecado,3.0,Educação,D,25000,14.96,0,0.35,S
24,95000,Alugado,0.0,Médico,A,4000,7.9,0,0.04,N
38,66000,Hipotecado,8.0,Quitação de dívidas,D,5000,12.92,1,0.08,N
23,36000,Alugado,0.0,Educação,A,8000,7.51,0,0.22,N
28,91000,Hipotecado,12.0,Médico,C,21000,13.35,0,0.23,S
24,30996,Alugado,2.0,Médico,A,5600,7.49,0,0.18,N
38,64777,Alugado,5.0,Quitação de dívidas,A,8500,7.51,0,0.13,N
26,91800,Alugado,7.0,Médico,C,15450,10.91,1,0.14,S
25,66000,Hipotecado,0.0,Reforma Casa,B,18500,12.21,0,0.28,N
31,50000,Alugado,0.0,Médico,A,5000,6.91,0,0.1,N
26,200100,Hipotecado,10.0,Pessoal,B,30000,11.71,0,0.15,N
22,53000,Hipotecado,6.0,Quitação de dívidas,A,7750,7.14,0,0.15,N
30,34000,Alugado,14.0,Reforma Casa,D,10000,14.54,1,0.29,S
24,58033,Alugado,4.0,Empreendimento,B,8000,10.62,0,0.14,N
29,97000,Hipotecado,13.0,Empreendimento,C,10000,14.65,0,0.1,N
25,120000,Hipotecado,4.0,Reforma Casa,B,25000,10.99,1,0.21,N
36,62400,Hipotecado,6.0,Pessoal,D,12000,16.89,0,0.19,S
27,110000,Hipotecado,8.0,Empreendimento,B,30000,11.11,0,0.27,N
25,78000,Hipotecado,0.0,Quitação de dívidas,A,10000,5.79,0,0.13,N
22,43000,Alugado,7.0,Quitação de dívidas,B,15000,10.99,1,0.35,N
24,28590,Alugado,7.0,Médico,D,8000,15.65,0,0.28,S
27,49500,Alugado,6.0,Pessoal,C,6000,11.22,0,0.12,N
25,78000,Hipotecado,9.0,Quitação de dívidas,D,8000,16.0,1,0.1,N
21,20000,Alugado,2.0,Quitação de dívidas,C,1000,14.26,0,0.05,S
31,45000,Alugado,2.0,Empreendimento,C,5000,13.35,0,0.11,N
25,60000,Alugado,3.0,Pessoal,B,24000,10.99,1,0.4,N
37,68480,Alugado,2.0,Médico,C,3600,15.23,0,0.05,S
31,31800,Alugado,6.0,Quitação de dívidas,D,3000,15.62,1,0.09,S
26,480000,Hipotecado,2.0,Educação,E,25000,14.38,0,0.05,N
30,180000,Hipotecado,14.0,Quitação de dívidas,B,20000,11.48,0,0.11,N
24,85000,Próprio,8.0,Empreendimento,A,10000,6.62,0,0.12,N
23,10000,Alugado,1.0,Empreendimento,B,2100,12.21,1,0.21,N
21,70000,Hipotecado,6.0,Quitação de dívidas,A,6000,5.42,0,0.09,N
30,150000,Alugado,2.0,Empreendimento,B,21000,12.62,0,0.14,N
44,50000,Alugado,5.0,Empreendimento,C,13000,13.16,0,0.26,S
24,100000,Hipotecado,8.0,Médico,A,6000,5.42,0,0.06,N
27,78200,Próprio,4.0,Médico,E,35000,17.99,1,0.38,S
34,40000,Próprio,7.0,Médico,A,4200,6.76,0,0.1,N
32,85000,Alugado,7.0,Quitação de dívidas,B,6000,11.71,0,0.07,N
22,30000,Alugado,0.0,Educação,C,6300,13.22,0,0.21,S
28,64600,Hipotecado,12.0,Médico,A,5000,8.94,1,0.07,N
22,50496,Alugado,6.0,Médico,C,16750,13.11,1,0.33,S
24,28500,Próprio,4.0,Empreendimento,D,3500,14.59,0,0.12,N
22,30000,Próprio,0.0,Educação,B,2500,12.53,0,0.08,N
22,67320,Hipotecado,7.0,Educação,C,3900,14.35,0,0.06,S
32,65000,Alugado,2.0,Reforma Casa,C,11600,13.49,0,0.18,S
23,60000,Hipotecado,7.0,Quitação de dívidas,A,15000,7.9,0,0.25,N
23,54000,Hipotecado,5.0,Educação,B,7750,10.38,1,0.14,N
37,52000,Hipotecado,3.0,Quitação de dívidas,B,6000,8.88,0,0.12,N
30,14400,Próprio,0.0,Reforma Casa,D,9250,14.96,1,0.64,N
30,34046,Alugado,2.0,Médico,D,12000,14.96,1,0.35,S
29,52000,Alugado,2.0,Educação,A,12000,7.9,0,0.23,N
29,40000,Alugado,2.0,Quitação de dívidas,D,7000,14.91,1,0.17,S
22,52000,Hipotecado,6.0,Pessoal,A,4800,8.59,0,0.09,N
33,51000,Hipotecado,2.0,Educação,A,1200,9.63,1,0.02,N
29,31836,Alugado,2.0,Educação,D,6400,14.96,1,0.2,S
35,70000,Alugado,4.0,Empreendimento,E,10000,16.45,0,0.14,S
24,87000,Alugado,0.0,Empreendimento,B,12000,8.88,0,0.14,N
22,74000,Alugado,6.0,Empreendimento,B,8500,11.71,0,0.11,N
31,44000,Alugado,1.0,Reforma Casa,B,10000,10.71,1,0.23,N
25,43500,Hipotecado,2.0,Reforma Casa,A,9000,9.63,0,0.21,N
25,84000,Hipotecado,4.0,Quitação de dívidas,A,8500,6.62,0,0.1,N
28,100000,Hipotecado,12.0,Pessoal,A,10000,5.42,0,0.1,N
24,60629,Alugado,7.0,Reforma Casa,A,10000,7.51,0,0.16,N
38,30000,Hipotecado,8.0,Reforma Casa,C,10000,11.22,0,0.33,S
23,47000,Alugado,3.0,Empreendimento,B,15000,11.48,1,0.32,N
22,75000,Alugado,5.0,Educação,B,7000,10.99,0,0.09,N
26,137000,Hipotecado,3.0,Educação,A,21500,6.62,0,0.16,N
29,33000,Alugado,4.0,Empreendimento,B,6000,9.99,0,0.18,N
26,54000,Alugado,2.0,Reforma Casa,D,2400,14.09,1,0.04,N
33,60626,Alugado,3.0,Empreendimento,B,10000,10.74,0,0.16,N
23,30000,Alugado,0.0,Empreendimento,A,3600,6.17,0,0.12,N
23,45000,Alugado,4.0,Educação,A,9000,5.99,0,0.2,N
32,109488,Hipotecado,16.0,Reforma Casa,C,12000,12.09,0,0.11,N
46,47844,Próprio,16.0,Empreendimento,A,27175,8.49,0,0.57,N
24,45000,Alugado,4.0,Empreendimento,A,3000,9.32,0,0.07,N
34,120000,Hipotecado,0.0,Reforma Casa,F,25000,15.83,0,0.21,S
28,38000,Alugado,7.0,Pessoal,C,5000,13.49,1,0.13,N
30,96600,Alugado,3.0,Empreendimento,B,16750,10.62,0,0.17,N
31,25000,Próprio,4.0,Reforma Casa,B,3075,11.83,0,0.12,N
24,23500,Hipotecado,2.0,Reforma Casa,B,7000,10.38,0,0.3,N
26,74000,Hipotecado,5.0,Quitação de dívidas,A,10000,6.62,0,0.14,N
22,28880,Hipotecado,4.0,Médico,A,2000,8.59,0,0.07,N
32,66504,Alugado,11.0,Reforma Casa,B,3500,11.99,0,0.05,N
22,40000,Hipotecado,1.0,Pessoal,E,8000,16.0,0,0.2,S
34,138000,Alugado,0.0,Reforma Casa,E,21000,18.79,1,0.15,N
22,40000,Hipotecado,7.0,Pessoal,A,10850,7.66,0,0.27,N
23,29730,Alugado,2.0,Quitação de dívidas,A,5000,7.66,0,0.17,N
56,90000,Hipotecado,0.0,Pessoal,A,7200,6.17,0,0.08,N
22,46800,Alugado,6.0,Médico,C,18000,15.23,1,0.38,S
30,85000,Alugado,3.0,Reforma Casa,B,25000,12.21,0,0.29,N
23,70000,Hipotecado,7.0,Empreendimento,A,3500,6.03,0,0.05,N
26,30000,Alugado,5.0,Quitação de dívidas,C,15000,12.84,1,0.5,N
23,25200,Alugado,1.0,Educação,A,5500,7.9,0,0.22,N
27,30000,Alugado,3.0,Quitação de dívidas,A,13000,7.88,1,0.43,N
39,56000,Alugado,0.0,Quitação de dívidas,E,4800,16.7,1,0.09,S
28,99996,Alugado,7.0,Médico,B,5000,11.49,0,0.05,N
28,70000,Alugado,2.0,Médico,C,10000,13.48,0,0.14,S
29,78000,Hipotecado,13.0,Empreendimento,C,10000,12.73,0,0.13,N
32,51000,Hipotecado,2.0,Quitação de dívidas,B,15000,11.36,0,0.29,N
34,26400,Hipotecado,0.0,Quitação de dívidas,B,3600,9.88,0,0.14,N
29,111740,Hipotecado,4.0,Pessoal,C,5000,14.27,0,0.04,S
23,66000,Alugado,7.0,Educação,C,12000,14.65,0,0.18,S
25,41000,Alugado,3.0,Pessoal,B,8000,10.99,0,0.2,N
47,54000,Hipotecado,1.0,Quitação de dívidas,B,4000,11.58,0,0.07,N
21,30000,Alugado,5.0,Empreendimento,B,10000,11.99,1,0.33,N
23,41124,Alugado,7.0,Quitação de dívidas,A,6000,7.49,0,0.15,N
26,57000,Alugado,10.0,Médico,B,4100,10.59,0,0.07,N
27,45000,Alugado,1.0,Médico,C,8000,13.85,0,0.18,N
23,90000,Hipotecado,1.0,Quitação de dívidas,C,1500,12.84,0,0.02,N
21,19000,Alugado,3.0,Educação,C,4000,14.35,1,0.21,S
25,54000,Alugado,1.0,Quitação de dívidas,D,20000,14.11,1,0.37,N
24,172000,Hipotecado,5.0,Educação,B,15000,10.37,0,0.09,N
30,102000,Alugado,3.0,Reforma Casa,A,10000,6.03,0,0.1,N
24,69500,Alugado,8.0,Pessoal,B,12000,10.65,0,0.17,N
33,35000,Alugado,0.0,Médico,A,4000,7.88,0,0.11,N
27,75000,Próprio,0.0,Reforma Casa,A,7500,8.38,0,0.1,N
29,42000,Alugado,13.0,Pessoal,C,9000,13.06,0,0.21,N
22,38000,Hipotecado,6.0,Educação,A,4500,5.79,0,0.12,N
25,60000,Hipotecado,3.0,Quitação de dívidas,A,3000,5.99,0,0.05,N
22,48000,Alugado,6.0,Empreendimento,A,6000,7.49,0,0.13,N
31,47000,Alugado,4.0,Empreendimento,A,6000,6.99,0,0.13,N
28,33600,Hipotecado,12.0,Médico,A,3000,5.42,0,0.09,N
24,119500,Próprio,8.0,Reforma Casa,B,3500,12.18,0,0.03,N
30,75000,Próprio,0.0,Educação,A,10000,7.88,0,0.13,N
31,33276,Alugado,2.0,Médico,F,8400,18.43,1,0.25,S
41,250000,Hipotecado,18.0,Educação,B,5000,9.99,0,0.02,N
31,30000,Alugado,4.0,Quitação de dívidas,B,12000,10.39,1,0.4,N
54,33600,Alugado,0.0,Quitação de dívidas,B,1000,10.65,1,0.03,N
25,40000,Hipotecado,8.0,Quitação de dívidas,A,10000,7.14,0,0.25,N
32,86800,Hipotecado,6.0,Reforma Casa,A,2800,7.88,0,0.03,N
23,36000,Alugado,1.0,Pessoal,D,7500,12.61,1,0.21,S
41,135000,Hipotecado,2.0,Médico,B,20000,9.25,0,0.15,N
24,50000,Alugado,1.0,Médico,B,18000,12.42,1,0.36,N
23,48000,Alugado,7.0,Pessoal,C,7200,14.27,0,0.15,S
21,32000,Alugado,3.0,Educação,A,5000,7.68,0,0.16,N
27,56244,Hipotecado,11.0,Reforma Casa,C,12000,14.22,0,0.21,N
24,39000,Alugado,2.0,Quitação de dívidas,E,16000,19.91,1,0.41,S
24,87500,Alugado,9.0,Quitação de dívidas,C,12000,12.68,0,0.14,S
24,51480,Hipotecado,7.0,Médico,A,12000,7.88,0,0.23,N
32,54000,Hipotecado,12.0,Pessoal,A,3500,7.88,0,0.06,N
29,71000,Alugado,0.0,Pessoal,A,19000,6.54,0,0.27,N
26,15000,Alugado,0.0,Quitação de dívidas,B,4375,12.69,1,0.29,N
40,187000,Hipotecado,0.0,Quitação de dívidas,A,10000,7.9,0,0.05,N
26,52000,Próprio,10.0,Educação,D,5000,15.65,0,0.1,S
23,45000,Alugado,0.0,Educação,C,1775,12.72,0,0.04,S
35,41235,Próprio,7.0,Médico,A,3000,7.14,0,0.07,N
22,60000,Alugado,5.0,Pessoal,D,10900,15.65,0,0.18,N
32,63235,Alugado,3.0,Reforma Casa,B,25000,10.25,1,0.4,N
33,59450,Hipotecado,1.0,Pessoal,B,3000,10.38,0,0.05,N
26,156000,Hipotecado,2.0,Reforma Casa,B,35000,10.65,0,0.22,N
37,32000,Alugado,4.0,Quitação de dívidas,C,10000,13.79,1,0.31,N
27,50000,Hipotecado,7.0,Médico,A,9500,8.9,0,0.19,N
25,170000,Hipotecado,9.0,Médico,B,25000,10.75,0,0.15,N
30,47000,Alugado,2.0,Quitação de dívidas,B,13000,9.63,0,0.28,N
24,43000,Hipotecado,1.0,Médico,A,7000,6.92,0,0.16,N
23,32000,Hipotecado,0.0,Reforma Casa,D,2500,12.8,1,0.08,S
24,90000,Hipotecado,8.0,Quitação de dívidas,C,19750,13.61,0,0.22,S
33,45180,Hipotecado,0.0,Empreendimento,A,7000,8.0,0,0.15,N
22,34800,Alugado,6.0,Empreendimento,C,15000,14.27,1,0.43,S
24,60000,Alugado,1.0,Educação,B,12000,10.99,0,0.2,N
22,48000,Hipotecado,6.0,Educação,A,9925,9.63,0,0.21,N
25,19200,Alugado,2.0,Reforma Casa,C,6000,13.11,1,0.31,S
28,49000,Alugado,12.0,Reforma Casa,C,4500,14.27,1,0.09,N
22,51996,Alugado,3.0,Reforma Casa,C,14500,13.16,1,0.28,S
33,86000,Hipotecado,5.0,Empreendimento,D,15000,16.49,0,0.17,S
22,45000,Hipotecado,1.0,Educação,B,8000,12.53,0,0.18,N
25,92000,Alugado,5.0,Reforma Casa,C,12000,13.43,0,0.13,N
35,69000,Alugado,8.0,Empreendimento,C,20000,13.49,1,0.29,S
30,138000,Hipotecado,3.0,Educação,E,23975,17.93,1,0.17,N
32,40020,Alugado,2.0,Quitação de dívidas,C,9000,14.35,0,0.22,N
27,48000,Alugado,2.0,Pessoal,C,25000,10.59,1,0.52,N
27,45000,Hipotecado,2.0,Médico,A,10000,6.17,0,0.22,N
27,100000,Hipotecado,0.0,Pessoal,A,6575,5.79,0,0.07,N
21,41000,Alugado,5.0,Empreendimento,A,7000,5.79,0,0.17,N
26,59497,Próprio,2.0,Médico,E,7000,17.88,1,0.1,N
26,50000,Hipotecado,5.0,Educação,A,5000,7.4,0,0.1,N
34,39000,Próprio,5.0,Reforma Casa,B,12000,11.99,0,0.31,N
23,99996,Hipotecado,7.0,Educação,A,20000,7.49,0,0.2,N
37,21600,Alugado,7.0,Médico,B,3000,12.18,0,0.14,N
40,114000,Hipotecado,11.0,Médico,A,6000,5.42,0,0.05,N
32,40000,Alugado,2.0,Educação,A,7500,8.0,0,0.19,N
21,37500,Hipotecado,5.0,Pessoal,A,12000,5.79,0,0.32,N
30,90000,Alugado,10.0,Reforma Casa,D,15000,14.96,0,0.17,N
27,55000,Alugado,11.0,Quitação de dívidas,C,5000,13.8,0,0.09,N
33,30000,Alugado,3.0,Educação,B,11975,9.99,1,0.4,N
22,53124,Hipotecado,4.0,Educação,C,6500,13.61,0,0.12,N
47,120000,Hipotecado,9.0,Educação,B,15000,10.99,0,0.13,N
29,125004,Alugado,3.0,Médico,B,7200,9.99,0,0.06,N
35,97500,Hipotecado,19.0,Médico,A,8000,5.42,0,0.08,N
37,50000,Alugado,0.0,Empreendimento,B,5000,11.89,0,0.1,N
29,100000,Hipotecado,5.0,Pessoal,A,10000,7.49,0,0.1,N
33,55000,Próprio,4.0,Reforma Casa,A,12000,7.51,0,0.22,N
34,44400,Alugado,0.0,Educação,D,4500,16.02,1,0.1,N
30,56604,Hipotecado,3.0,Empreendimento,D,3000,17.58,0,0.05,N
25,24996,Alugado,8.0,Empreendimento,C,2500,12.98,0,0.1,N
28,30416,Alugado,7.0,Reforma Casa,D,7000,14.96,1,0.23,S
26,30000,Alugado,6.0,Médico,B,11700,11.71,1,0.39,N
22,52000,Hipotecado,0.0,Quitação de dívidas,A,3000,7.05,0,0.06,N
24,35000,Hipotecado,3.0,Empreendimento,A,3600,6.92,0,0.1,N
35,188000,Alugado,4.0,Quitação de dívidas,D,5000,16.49,1,0.03,N
21,68400,Alugado,2.0,Quitação de dívidas,B,10000,11.11,0,0.15,N
25,60000,Alugado,6.0,Empreendimento,B,2400,11.49,0,0.04,N
23,28000,Alugado,0.0,Médico,A,6000,9.63,0,0.21,N
38,70000,Hipotecado,0.0,Pessoal,A,9250,7.51,0,0.13,N
26,85757,Alugado,0.0,Médico,B,7800,11.83,0,0.09,N
21,60000,Hipotecado,5.0,Pessoal,A,6000,6.91,0,0.1,N
27,62000,Alugado,2.0,Pessoal,B,9600,10.25,1,0.15,N
25,60000,Hipotecado,3.0,Quitação de dívidas,A,3000,5.99,0,0.05,N
26,40720,Hipotecado,4.0,Pessoal,C,10000,13.48,0,0.25,S
23,216000,Hipotecado,5.0,Quitação de dívidas,A,21000,8.9,0,0.1,N
22,72000,Hipotecado,6.0,Pessoal,B,5000,12.69,0,0.07,N
29,27000,Alugado,2.0,Educação,B,2725,9.63,0,0.1,N
31,86500,Próprio,0.0,Pessoal,C,25000,13.57,0,0.29,S
23,55000,Próprio,6.0,Médico,C,18500,13.16,0,0.34,N
30,43500,Alugado,0.0,Educação,B,3000,12.42,0,0.07,N
28,73000,Hipotecado,5.0,Pessoal,C,12000,13.11,0,0.16,N
39,60000,Alugado,1.0,Médico,B,11025,10.59,0,0.18,N
24,45600,Hipotecado,0.0,Educação,A,7200,6.91,0,0.16,N
23,76800,Hipotecado,4.0,Empreendimento,A,10000,9.63,0,0.13,N
24,39000,Alugado,8.0,Pessoal,D,7000,14.42,1,0.18,N
22,63000,Alugado,2.0,Educação,B,12500,10.25,0,0.2,N
27,115000,Alugado,3.0,Empreendimento,A,6000,7.4,0,0.05,N
23,144000,Hipotecado,7.0,Pessoal,A,10000,5.99,0,0.07,N
23,44400,Alugado,0.0,Empreendimento,B,1500,11.63,0,0.03,N
37,58000,Alugado,9.0,Empreendimento,B,18200,10.99,1,0.31,N
21,64500,Hipotecado,2.0,Educação,B,15000,11.83,0,0.23,N
24,33198,Alugado,3.0,Médico,C,7000,14.27,1,0.21,N
34,57000,Alugado,9.0,Quitação de dívidas,B,7500,11.14,0,0.13,N
22,18000,Alugado,1.0,Médico,B,1800,12.18,1,0.1,N
36,45000,Alugado,3.0,Quitação de dívidas,C,1800,14.27,0,0.04,S
23,42000,Hipotecado,7.0,Empreendimento,C,12000,15.23,0,0.29,S
31,103000,Hipotecado,8.0,Quitação de dívidas,B,14000,9.91,0,0.14,N
24,72000,Alugado,4.0,Empreendimento,A,18000,7.88,0,0.25,N
26,32450,Hipotecado,5.0,Reforma Casa,A,3250,6.99,0,0.1,N
33,54000,Hipotecado,6.0,Educação,B,2100,9.99,0,0.04,N
27,61000,Hipotecado,11.0,Educação,B,1200,10.37,0,0.02,N
24,85000,Alugado,0.0,Reforma Casa,A,16000,6.91,0,0.19,N
30,50000,Alugado,3.0,Empreendimento,C,4500,13.11,0,0.09,S
22,42000,Alugado,1.0,Educação,B,10000,12.42,0,0.24,N
44,95000,Hipotecado,4.0,Educação,B,10000,10.95,0,0.11,N
31,24000,Alugado,3.0,Empreendimento,A,6000,8.49,0,0.25,N
40,39500,Próprio,0.0,Pessoal,A,10000,7.29,0,0.25,N
34,47300,Hipotecado,3.0,Reforma Casa,A,12000,7.88,0,0.25,N
28,20400,Alugado,12.0,Educação,A,6000,6.03,0,0.29,N
28,130000,Próprio,10.0,Educação,B,24000,11.83,0,0.18,N
40,28800,Alugado,2.0,Médico,B,4000,10.74,0,0.14,N
39,78200,Alugado,18.0,Médico,D,24250,16.0,1,0.26,S
