id,status,expectativa_de_vida,escolaridade
1598,desenvolvimento,73.1,12.1
1599,desenvolvimento,72.9,12.0
1600,desenvolvimento,72.7,11.9
1601,desenvolvimento,72.4,11.6
1602,desenvolvimento,78.5,12.7
1603,desenvolvimento,78.2,12.7
1604,desenvolvimento,77.9,12.4
1605,desenvolvimento,77.6,12.1
1606,desenvolvimento,77.3,11.8
1607,desenvolvimento,76.7,11.6
1608,desenvolvimento,76.3,11.8
1609,desenvolvimento,75.9,11.8
1610,desenvolvimento,75.4,11.9
1611,desenvolvimento,75.0,12.0
1612,desenvolvimento,74.3,12.1
1613,desenvolvimento,73.4,12.2
1614,desenvolvimento,72.7,11.8
1615,desenvolvimento,71.8,12.0
1616,desenvolvimento,78.0,11.8
1617,desenvolvimento,69.6,11.3
1618,desenvolvimento,58.2,8.4
1619,desenvolvimento,57.8,8.2
1620,desenvolvimento,57.3,8.0
1621,desenvolvimento,57.2,7.7
1622,desenvolvimento,56.8,7.5
1623,desenvolvimento,56.5,7.3
1624,desenvolvimento,56.0,7.1
1625,desenvolvimento,55.5,5.8
1626,desenvolvimento,55.0,6.4
1627,desenvolvimento,54.3,6.1
1628,desenvolvimento,53.6,5.8
1629,desenvolvimento,52.8,5.5
1630,desenvolvimento,52.0,5.2
1631,desenvolvimento,51.2,4.9
1632,desenvolvimento,55.0,4.6
1633,desenvolvimento,49.8,4.4
1634,desenvolvido,81.7,14.6
1635,desenvolvido,81.4,14.3
1636,desenvolvido,81.1,14.2
1637,desenvolvido,81.0,14.1
1638,desenvolvido,87.0,14.8
1639,desenvolvido,83.0,14.6
1640,desenvolvido,82.0,14.4
1641,desenvolvido,80.0,14.6
1642,desenvolvido,79.6,14.4
1643,desenvolvido,79.3,14.8
1644,desenvolvido,79.0,14.8
1645,desenvolvido,78.7,14.2
1646,desenvolvido,78.5,13.8
1647,desenvolvido,78.2,13.8
1648,desenvolvido,77.8,13.7
1649,desenvolvido,77.5,13.8
1651,desenvolvimento,63.1,8.5
1652,desenvolvimento,63.0,8.5
1653,desenvolvimento,62.7,8.2
1654,desenvolvimento,62.5,7.8
1655,desenvolvimento,62.2,7.7
1656,desenvolvimento,62.0,7.6
1657,desenvolvimento,61.7,7.1
1658,desenvolvimento,61.4,7.2
1659,desenvolvimento,61.2,7.4
1660,desenvolvimento,69.0,7.2
1661,desenvolvimento,66.0,7.2
1662,desenvolvimento,64.0,6.7
1663,desenvolvimento,63.0,6.6
1664,desenvolvimento,62.0,6.5
1665,desenvolvimento,61.0,6.5
1666,desenvolvimento,60.0,6.4
1667,desenvolvimento,74.6,15.2
1668,desenvolvimento,74.2,14.7
1669,desenvolvimento,74.1,14.7
1670,desenvolvimento,73.9,14.3
1671,desenvolvimento,73.6,14.1
1672,desenvolvimento,73.3,14.0
1673,desenvolvimento,72.8,13.8
1674,desenvolvimento,72.7,13.6
1675,desenvolvimento,72.9,13.5
1676,desenvolvimento,71.8,13.4
1677,desenvolvimento,72.1,13.0
1678,desenvolvimento,71.9,12.8
1679,desenvolvimento,71.5,12.6
1680,desenvolvimento,71.5,12.5
1681,desenvolvimento,71.5,12.2
1682,desenvolvimento,71.0,12.1
1683,desenvolvimento,76.7,13.3
1684,desenvolvimento,76.6,13.1
1685,desenvolvimento,76.6,12.9
1686,desenvolvimento,76.3,12.7
1687,desenvolvimento,76.1,12.6
1688,desenvolvimento,75.6,12.5
1689,desenvolvimento,75.7,12.5
1690,desenvolvimento,75.6,12.3
1691,desenvolvimento,76.0,12.3
1692,desenvolvimento,75.8,12.2
1693,desenvolvimento,75.3,12.2
1694,desenvolvimento,75.4,12.1
1695,desenvolvimento,75.0,11.9
1696,desenvolvimento,75.0,11.6
1697,desenvolvimento,75.0,11.6
1698,desenvolvimento,74.8,11.4
1699,desenvolvimento,69.4,11.7
1700,desenvolvimento,69.4,11.7
1701,desenvolvimento,69.2,11.7
1702,desenvolvimento,69.0,11.7
1703,desenvolvimento,68.9,11.7
1704,desenvolvimento,68.7,11.5
1705,desenvolvimento,68.5,11.4
1706,desenvolvimento,68.4,11.2
1707,desenvolvimento,68.2,11.0
1708,desenvolvimento,68.0,10.9
1709,desenvolvimento,67.9,10.7
1710,desenvolvimento,67.7,10.5
1711,desenvolvimento,67.5,10.4
1712,desenvolvimento,66.2,10.2
1713,desenvolvimento,67.2,10.1
1714,desenvolvimento,67.0,0.0
1716,desenvolvimento,68.8,14.8
1717,desenvolvimento,68.4,14.8
1718,desenvolvimento,68.1,14.7
1719,desenvolvimento,67.8,14.7
1720,desenvolvimento,67.3,14.6
1721,desenvolvimento,66.3,14.3
1722,desenvolvimento,66.9,13.8
1723,desenvolvimento,67.4,13.4
1724,desenvolvimento,65.9,13.0
1725,desenvolvimento,65.0,12.7
1726,desenvolvimento,64.5,11.8
1727,desenvolvimento,64.0,11.2
1728,desenvolvimento,64.0,10.5
1729,desenvolvimento,63.8,10.1
1730,desenvolvimento,63.2,9.4
1731,desenvolvimento,62.8,8.9
1732,desenvolvimento,76.1,15.1
1733,desenvolvimento,75.9,15.1
1734,desenvolvimento,75.8,15.1
1735,desenvolvimento,75.6,15.1
1736,desenvolvimento,75.4,15.1
1737,desenvolvimento,75.3,15.0
1738,desenvolvimento,75.0,14.6
1739,desenvolvimento,74.6,14.2
1740,desenvolvimento,74.2,13.6
1741,desenvolvimento,73.8,13.2
1742,desenvolvimento,73.6,12.8
1743,desenvolvimento,73.5,12.6
1744,desenvolvimento,73.5,0.0
1745,desenvolvimento,73.4,0.0
1746,desenvolvimento,73.3,0.0
1747,desenvolvimento,73.0,0.0
1748,desenvolvimento,74.3,12.1
1749,desenvolvimento,74.1,12.1
1750,desenvolvimento,73.9,12.1
1751,desenvolvimento,73.6,11.6
1752,desenvolvimento,73.3,11.2
1753,desenvolvimento,72.8,10.7
1754,desenvolvimento,72.3,10.5
1755,desenvolvimento,71.8,10.3
1756,desenvolvimento,71.4,10.0
1757,desenvolvimento,71.0,10.0
1758,desenvolvimento,77.0,9.8
1759,desenvolvimento,72.0,9.6
1760,desenvolvimento,69.9,9.3
1761,desenvolvimento,69.5,8.8
1762,desenvolvimento,69.0,8.5
1763,desenvolvimento,68.6,8.0
1764,desenvolvimento,57.6,9.1
1765,desenvolvimento,56.7,9.1
1766,desenvolvimento,55.3,9.1
1767,desenvolvimento,54.8,9.2
1768,desenvolvimento,54.3,9.5
1769,desenvolvimento,54.0,9.3
1770,desenvolvimento,53.8,9.2
1771,desenvolvimento,53.2,8.8
1772,desenvolvimento,52.1,8.2
1773,desenvolvimento,51.2,7.9
1774,desenvolvimento,58.0,7.3
1775,desenvolvimento,54.0,7.0
1776,desenvolvimento,51.0,6.7
1777,desenvolvimento,49.8,6.2
1778,desenvolvimento,49.5,5.8
1779,desenvolvimento,49.0,5.4
1780,desenvolvimento,66.6,9.1
1781,desenvolvimento,66.4,9.1
1782,desenvolvimento,66.2,9.1
1783,desenvolvimento,65.9,9.1
1784,desenvolvimento,65.6,9.1
1785,desenvolvimento,65.4,8.8
1786,desenvolvimento,65.2,8.5
1787,desenvolvimento,59.2,8.2
1788,desenvolvimento,64.5,8.1
1789,desenvolvimento,64.2,8.0
1790,desenvolvimento,63.9,7.9
1791,desenvolvimento,63.5,7.8
1792,desenvolvimento,63.2,7.7
1793,desenvolvimento,62.8,7.6
1794,desenvolvimento,62.5,7.6
1795,desenvolvimento,62.1,7.5
1796,desenvolvimento,65.8,11.7
1797,desenvolvimento,65.9,11.7
1798,desenvolvimento,66.1,11.6
1799,desenvolvimento,65.8,11.5
1800,desenvolvimento,64.3,11.5
1801,desenvolvimento,63.0,11.4
1802,desenvolvimento,62.4,11.4
1803,desenvolvimento,61.7,11.3
1804,desenvolvimento,60.0,11.3
1805,desenvolvimento,57.0,11.4
1806,desenvolvimento,55.1,11.6
1807,desenvolvimento,54.7,11.7
1808,desenvolvimento,55.0,11.7
1809,desenvolvimento,55.7,11.8
1810,desenvolvimento,56.5,11.7
1811,desenvolvimento,57.4,11.5
1813,desenvolvimento,69.2,12.2
1814,desenvolvimento,69.6,12.4
1815,desenvolvimento,69.3,12.3
1816,desenvolvimento,68.9,12.3
1817,desenvolvimento,68.4,12.0
1818,desenvolvimento,68.0,11.1
1819,desenvolvimento,67.5,10.5
1820,desenvolvimento,67.0,10.1
1821,desenvolvimento,66.6,10.0
1822,desenvolvimento,66.0,9.6
1823,desenvolvimento,65.4,9.4
1824,desenvolvimento,64.7,9.3
1825,desenvolvimento,64.3,9.2
1826,desenvolvimento,63.1,8.6
1827,desenvolvimento,63.2,9.0
1828,desenvolvimento,62.5,8.9
1829,desenvolvido,81.9,18.1
1830,desenvolvido,81.7,18.1
1831,desenvolvido,81.4,18.1
1832,desenvolvido,81.1,18.1
1833,desenvolvido,81.1,17.2
1834,desenvolvido,88.0,17.0
1835,desenvolvido,86.0,16.9
1836,desenvolvido,83.0,16.8
1837,desenvolvido,82.0,16.6
1838,desenvolvido,79.8,16.5
1839,desenvolvido,79.4,16.4
1840,desenvolvido,79.2,16.5
1841,desenvolvido,78.7,16.5
1842,desenvolvido,78.4,16.9
1843,desenvolvido,78.3,16.7
1844,desenvolvido,78.1,16.5
1845,desenvolvido,81.6,19.2
1846,desenvolvido,81.5,19.2
1847,desenvolvido,81.3,19.3
1848,desenvolvido,81.1,19.5
1849,desenvolvido,86.0,19.7
1850,desenvolvido,89.0,20.3
1851,desenvolvido,85.0,19.3
1852,desenvolvido,81.0,19.5
1853,desenvolvido,81.0,19.2
1854,desenvolvido,79.9,19.1
1855,desenvolvido,79.9,18.9
1856,desenvolvido,79.2,18.4
1857,desenvolvido,79.1,18.2
1858,desenvolvido,78.7,17.5
1859,desenvolvido,78.5,17.4
1860,desenvolvido,78.6,17.2
1861,desenvolvimento,74.8,11.7
1862,desenvolvimento,74.5,11.6
1863,desenvolvimento,73.9,11.5
1864,desenvolvimento,73.9,11.5
1865,desenvolvimento,74.5,11.5
1866,desenvolvimento,73.2,11.4
1867,desenvolvimento,73.2,11.3
1868,desenvolvimento,72.5,11.1
1869,desenvolvimento,72.5,11.0
1870,desenvolvimento,73.0,11.0
1871,desenvolvimento,71.2,11.0
1872,desenvolvimento,71.0,11.0
1873,desenvolvimento,76.0,11.0
1874,desenvolvimento,75.0,10.7
1875,desenvolvimento,73.0,10.4
1876,desenvolvimento,73.0,10.1
1877,desenvolvimento,61.8,5.4
1878,desenvolvimento,61.4,5.3
1879,desenvolvimento,69.0,5.3
1880,desenvolvimento,63.0,5.1
1881,desenvolvimento,59.4,4.8
1882,desenvolvimento,58.2,4.5
1883,desenvolvimento,57.1,4.2
1884,desenvolvimento,56.0,4.0
1885,desenvolvimento,55.2,3.8
1886,desenvolvimento,54.5,3.7
1887,desenvolvimento,53.7,3.5
1888,desenvolvimento,52.9,3.1
1889,desenvolvimento,52.1,3.0
1890,desenvolvimento,51.4,2.9
1891,desenvolvimento,56.0,2.9
1892,desenvolvimento,50.0,2.8
1893,desenvolvimento,54.5,10.0
1894,desenvolvimento,53.6,10.0
1895,desenvolvimento,53.2,9.8
1896,desenvolvimento,52.7,9.7
1897,desenvolvimento,52.3,9.6
1898,desenvolvimento,52.0,9.5
1899,desenvolvimento,51.6,9.3
1900,desenvolvimento,59.0,9.2
1901,desenvolvimento,55.0,9.1
1902,desenvolvimento,49.8,9.0
1903,desenvolvimento,49.2,8.9
1904,desenvolvimento,48.5,8.5
1905,desenvolvimento,48.1,8.1
1906,desenvolvimento,47.7,7.7
1907,desenvolvimento,47.4,8.0
1908,desenvolvimento,47.1,7.6
1910,desenvolvido,81.8,17.7
1911,desenvolvido,81.6,17.7
1912,desenvolvido,81.5,17.5
1913,desenvolvido,81.3,17.6
1914,desenvolvido,81.1,17.6
1915,desenvolvido,81.0,17.4
1916,desenvolvido,89.0,17.4
1917,desenvolvido,86.0,17.6
1918,desenvolvido,85.0,17.6
1919,desenvolvido,84.0,17.5
1920,desenvolvido,81.0,17.6
1921,desenvolvido,79.8,17.5
1922,desenvolvido,79.4,17.1
1923,desenvolvido,78.9,17.1
1924,desenvolvido,78.8,17.5
1925,desenvolvido,78.5,17.1
1926,desenvolvimento,76.6,13.7
1927,desenvolvimento,76.4,13.7
1928,desenvolvimento,76.2,13.7
1929,desenvolvimento,76.0,13.7
1930,desenvolvimento,75.8,13.6
1931,desenvolvimento,75.6,13.5
1932,desenvolvimento,75.4,12.4
1933,desenvolvimento,75.2,11.9
1934,desenvolvimento,74.9,11.5
1935,desenvolvimento,74.7,11.6
1936,desenvolvimento,74.3,11.5
1937,desenvolvimento,74.0,11.5
1938,desenvolvimento,73.6,11.2
1939,desenvolvimento,73.3,11.0
1940,desenvolvimento,72.9,10.7
1941,desenvolvimento,72.6,10.4
1942,desenvolvimento,66.4,8.1
1943,desenvolvimento,66.2,7.8
1944,desenvolvimento,66.0,7.7
1945,desenvolvimento,65.7,7.6
1946,desenvolvimento,65.5,7.5
1947,desenvolvimento,65.1,7.5
1948,desenvolvimento,64.8,7.3
1949,desenvolvimento,64.6,7.3
1950,desenvolvimento,64.4,6.7
1951,desenvolvimento,64.2,6.5
1952,desenvolvimento,62.9,6.1
1953,desenvolvimento,63.7,5.6
1954,desenvolvimento,63.5,5.6
1955,desenvolvimento,63.2,5.5
1956,desenvolvimento,63.0,5.4
1957,desenvolvimento,62.8,5.3
1959,desenvolvimento,77.8,13.0
1960,desenvolvimento,77.6,13.0
1961,desenvolvimento,77.5,12.9
1962,desenvolvimento,77.2,12.8
1963,desenvolvimento,77.3,12.9
1964,desenvolvimento,76.5,12.8
1965,desenvolvimento,76.8,12.8
1966,desenvolvimento,76.5,12.8
1967,desenvolvimento,76.4,12.9
1968,desenvolvimento,76.2,12.9
1969,desenvolvimento,75.8,12.9
1970,desenvolvimento,75.8,12.8
1971,desenvolvimento,75.5,12.8
1972,desenvolvimento,75.7,12.6
1973,desenvolvimento,75.5,12.4
1974,desenvolvimento,75.7,12.1
1975,desenvolvimento,62.9,10.0
1976,desenvolvimento,62.7,10.0
1977,desenvolvimento,62.4,10.0
1978,desenvolvimento,62.2,9.9
1979,desenvolvimento,62.0,9.9
1980,desenvolvimento,61.8,9.6
1981,desenvolvimento,61.6,9.2
1982,desenvolvimento,61.4,8.9
1983,desenvolvimento,61.1,8.6
1984,desenvolvimento,68.0,8.2
1985,desenvolvimento,64.0,7.9
1986,desenvolvimento,59.9,7.6
1987,desenvolvimento,59.6,7.2
1988,desenvolvimento,59.3,6.9
1989,desenvolvimento,59.1,6.6
1990,desenvolvimento,58.9,6.2
1991,desenvolvimento,74.0,12.3
1992,desenvolvimento,73.9,12.3
1993,desenvolvimento,73.8,12.3
1994,desenvolvimento,73.6,12.3
1995,desenvolvimento,73.4,12.3
1996,desenvolvimento,73.2,12.4
1997,desenvolvimento,73.0,12.1
1998,desenvolvimento,72.7,11.9
1999,desenvolvimento,72.5,12.0
2000,desenvolvimento,72.3,12.1
2001,desenvolvimento,72.1,12.3
2002,desenvolvimento,71.9,12.1
2003,desenvolvimento,71.7,12.7
2004,desenvolvimento,71.5,12.2
2005,desenvolvimento,71.2,11.8
2006,desenvolvimento,79.0,11.6
2007,desenvolvimento,75.5,13.4
2008,desenvolvimento,75.3,13.4
2009,desenvolvimento,75.3,13.4
2010,desenvolvimento,74.9,13.4
2011,desenvolvimento,74.5,13.4
2012,desenvolvimento,73.7,13.3
2013,desenvolvimento,73.8,13.3
2014,desenvolvimento,73.9,13.2
2015,desenvolvimento,74.0,13.2
2016,desenvolvimento,74.2,13.0
2017,desenvolvimento,72.8,13.0
2018,desenvolvimento,72.2,12.8
2019,desenvolvimento,72.1,13.3
2020,desenvolvimento,72.6,13.9
2021,desenvolvimento,72.4,13.4
2022,desenvolvimento,71.4,13.5
2023,desenvolvimento,68.5,11.7
2024,desenvolvimento,68.4,11.7
2025,desenvolvimento,68.1,11.7
2026,desenvolvimento,68.1,11.6
2027,desenvolvimento,68.0,11.5
2028,desenvolvimento,67.9,11.4
2029,desenvolvimento,68.0,11.7
2030,desenvolvimento,67.5,11.5
2031,desenvolvimento,67.5,11.4
2032,desenvolvimento,67.3,11.5
2033,desenvolvimento,67.0,11.6
2034,desenvolvimento,67.3,11.6
2035,desenvolvimento,67.2,11.6
2036,desenvolvimento,66.8,11.4
2037,desenvolvimento,66.8,11.4
2038,desenvolvimento,66.8,11.4
2039,desenvolvido,77.5,16.4
2040,desenvolvido,77.3,16.4
2041,desenvolvido,77.1,15.4
2042,desenvolvido,76.8,15.3
2043,desenvolvido,76.7,15.4
2044,desenvolvido,76.3,15.1
2045,desenvolvido,75.7,15.1
2046,desenvolvido,75.5,15.0
2047,desenvolvido,75.3,15.0
2048,desenvolvido,75.2,15.0
2049,desenvolvido,75.0,14.8
2050,desenvolvido,74.9,15.5
2051,desenvolvido,74.7,15.3
2052,desenvolvido,74.5,15.0
2053,desenvolvido,74.2,14.7
2054,desenvolvido,73.7,14.6
2055,desenvolvido,81.1,16.6
2056,desenvolvido,89.0,16.8
2057,desenvolvido,86.0,16.3
2058,desenvolvido,83.0,16.3
2059,desenvolvido,82.0,16.2
2060,desenvolvido,79.6,16.0
2061,desenvolvido,79.3,16.0
2062,desenvolvido,79.0,15.8
2063,desenvolvido,78.7,15.4
2064,desenvolvido,78.5,15.4
2065,desenvolvido,77.7,15.4
2066,desenvolvido,78.0,15.9
2067,desenvolvido,77.3,15.8
2068,desenvolvido,77.2,15.9
2069,desenvolvido,76.9,15.7
2070,desenvolvido,76.6,15.5
2071,desenvolvimento,78.2,13.4
2072,desenvolvimento,78.1,13.4
2073,desenvolvimento,77.9,13.4
2074,desenvolvimento,77.8,13.4
2075,desenvolvimento,77.5,12.4
2076,desenvolvimento,77.3,12.0
2077,desenvolvimento,77.0,11.8
2078,desenvolvimento,76.8,11.7
2079,desenvolvimento,76.7,12.6
2080,desenvolvimento,76.6,13.7
2081,desenvolvimento,76.6,13.7
2082,desenvolvimento,76.6,13.5
2083,desenvolvimento,76.5,12.8
2084,desenvolvimento,76.4,12.2
2085,desenvolvimento,76.3,12.6
2086,desenvolvimento,76.2,13.0
2119,desenvolvido,75.0,14.7
2120,desenvolvido,74.8,14.7
2121,desenvolvido,74.6,14.7
2122,desenvolvido,74.4,15.3
2123,desenvolvido,74.3,15.7
2124,desenvolvido,73.4,15.8
2125,desenvolvido,73.1,15.4
2126,desenvolvido,73.1,14.7
2127,desenvolvido,72.9,14.1
2128,desenvolvido,72.5,13.7
2129,desenvolvido,71.9,13.4
2130,desenvolvido,71.7,12.9
2131,desenvolvido,71.1,12.5
2132,desenvolvido,77.0,12.0
2133,desenvolvido,78.0,11.7
2134,desenvolvido,77.0,11.5
2135,desenvolvimento,75.0,15.0
2136,desenvolvimento,73.0,14.9
2137,desenvolvimento,70.0,14.6
2138,desenvolvimento,69.6,14.3
2139,desenvolvimento,69.4,14.0
2140,desenvolvimento,68.4,13.7
2141,desenvolvimento,68.2,14.0
2142,desenvolvimento,67.5,13.9
2143,desenvolvimento,67.3,13.8
2144,desenvolvimento,66.4,13.8
2145,desenvolvimento,65.0,13.7
2146,desenvolvimento,64.9,13.6
2147,desenvolvimento,64.6,13.2
2148,desenvolvimento,64.8,12.8
2149,desenvolvimento,65.1,12.5
2150,desenvolvimento,65.0,12.1
2151,desenvolvimento,66.1,10.8
2152,desenvolvimento,65.7,10.8
2153,desenvolvimento,65.2,10.8
2154,desenvolvimento,64.6,10.5
2155,desenvolvimento,63.8,10.2
2156,desenvolvimento,62.8,10.0
2157,desenvolvimento,61.0,10.2
2158,desenvolvimento,68.0,10.4
2159,desenvolvimento,59.6,10.1
2160,desenvolvimento,57.6,9.3
2161,desenvolvimento,55.3,8.8
2162,desenvolvimento,53.4,8.2
2163,desenvolvimento,52.0,7.6
2164,desenvolvimento,57.0,7.2
2165,desenvolvimento,48.6,7.1
2166,desenvolvimento,48.3,6.6
2168,desenvolvimento,75.2,13.1
2169,desenvolvimento,75.0,13.1
2170,desenvolvimento,74.8,13.1
2171,desenvolvimento,74.7,13.0
2172,desenvolvimento,74.6,12.9
2173,desenvolvimento,74.2,12.8
2174,desenvolvimento,74.3,12.7
2175,desenvolvimento,74.1,12.6
2176,desenvolvimento,73.9,12.8
2177,desenvolvimento,73.5,12.4
2178,desenvolvimento,73.1,12.2
2179,desenvolvimento,72.6,12.3
2180,desenvolvimento,72.2,12.4
2181,desenvolvimento,72.0,12.5
2182,desenvolvimento,71.8,12.6
2183,desenvolvimento,71.6,12.8
2184,desenvolvimento,73.2,13.3
2185,desenvolvimento,73.1,13.3
2186,desenvolvimento,72.7,13.3
2187,desenvolvimento,72.8,13.3
2188,desenvolvimento,72.7,13.3
2189,desenvolvimento,72.5,13.3
2190,desenvolvimento,72.3,13.3
2191,desenvolvimento,72.1,13.3
2192,desenvolvimento,71.9,13.3
2193,desenvolvimento,71.7,13.3
2194,desenvolvimento,71.4,13.3
2195,desenvolvimento,71.2,13.2
2196,desenvolvimento,71.0,13.0
2197,desenvolvimento,79.0,12.9
2198,desenvolvimento,79.0,12.8
2199,desenvolvimento,79.0,12.7
2200,desenvolvimento,74.0,12.9
2201,desenvolvimento,73.8,12.9
2202,desenvolvimento,73.6,12.9
2203,desenvolvimento,73.2,12.9
2204,desenvolvimento,73.0,12.9
2205,desenvolvimento,72.6,12.9
2206,desenvolvimento,76.0,12.9
2207,desenvolvimento,72.5,12.9
2208,desenvolvimento,72.2,12.9
2209,desenvolvimento,72.0,12.7
2210,desenvolvimento,71.6,12.6
2211,desenvolvimento,71.4,12.4
2212,desenvolvimento,79.0,12.3
2213,desenvolvimento,76.0,12.1
2214,desenvolvimento,75.0,12.0
2215,desenvolvimento,72.0,12.1
2217,desenvolvimento,67.5,11.2
2218,desenvolvimento,67.3,11.1
2219,desenvolvimento,67.1,11.0
2220,desenvolvimento,66.9,10.8
2221,desenvolvimento,66.6,10.6
2222,desenvolvimento,66.2,10.6
2223,desenvolvimento,65.8,10.1
2224,desenvolvimento,65.4,10.4
2225,desenvolvimento,65.1,10.3
2226,desenvolvimento,64.7,10.2
2227,desenvolvimento,64.3,10.0
2228,desenvolvimento,63.8,9.8
2229,desenvolvimento,63.4,9.7
2230,desenvolvimento,63.1,9.6
2231,desenvolvimento,62.8,9.4
2232,desenvolvimento,62.6,9.3
2233,desenvolvimento,74.5,16.1
2234,desenvolvimento,74.4,15.8
2235,desenvolvimento,74.3,15.2
2236,desenvolvimento,74.1,14.5
2237,desenvolvimento,73.9,13.9
2238,desenvolvimento,73.7,13.3
2239,desenvolvimento,73.4,13.0
2240,desenvolvimento,73.3,12.8
2241,desenvolvimento,73.2,12.7
2242,desenvolvimento,73.2,12.5
2243,desenvolvimento,73.1,12.4
2244,desenvolvimento,73.1,12.3
2245,desenvolvimento,73.0,12.2
2246,desenvolvimento,72.9,12.1
2247,desenvolvimento,72.8,12.0
2248,desenvolvimento,72.6,11.8
2249,desenvolvimento,66.7,9.5
2250,desenvolvimento,66.4,9.1
2251,desenvolvimento,66.0,8.7
2252,desenvolvimento,65.6,8.3
2253,desenvolvimento,64.9,7.9
2254,desenvolvimento,64.3,7.7
2255,desenvolvimento,63.5,7.5
2256,desenvolvimento,62.8,7.1
2257,desenvolvimento,62.1,6.8
2258,desenvolvimento,61.3,6.6
2259,desenvolvimento,65.0,6.4
2260,desenvolvimento,59.7,6.2
2261,desenvolvimento,59.0,5.9
2262,desenvolvimento,58.4,5.7
2263,desenvolvimento,57.9,5.4
2264,desenvolvimento,57.5,5.2
2265,desenvolvimento,75.6,14.4
2266,desenvolvimento,75.4,14.3
2267,desenvolvimento,75.3,14.1
2268,desenvolvimento,74.9,14.0
2269,desenvolvimento,74.6,13.5
2270,desenvolvimento,74.4,13.6
2271,desenvolvimento,74.1,13.6
2272,desenvolvimento,74.0,13.5
2273,desenvolvimento,73.8,13.5
2274,desenvolvimento,73.6,13.4
2275,desenvolvimento,73.0,13.2
2276,desenvolvimento,73.0,13.1
2277,desenvolvimento,73.0,13.0
2278,desenvolvimento,72.9,13.2
2279,desenvolvimento,73.1,13.1
2280,desenvolvimento,72.6,13.0
2281,desenvolvimento,73.2,14.1
2282,desenvolvimento,73.0,13.2
2283,desenvolvimento,72.9,13.5
2284,desenvolvimento,72.7,13.5
2285,desenvolvimento,72.6,13.3
2286,desenvolvimento,72.4,13.2
2287,desenvolvimento,72.3,13.2
2288,desenvolvimento,72.2,13.2
2289,desenvolvimento,72.2,13.1
2290,desenvolvimento,72.2,13.1
2291,desenvolvimento,72.2,12.1
2292,desenvolvimento,72.1,12.3
2293,desenvolvimento,72.1,12.1
2294,desenvolvimento,72.1,12.1
2295,desenvolvimento,72.0,12.2
2296,desenvolvimento,71.8,12.3
2297,desenvolvimento,51.0,9.5
2298,desenvolvimento,48.1,9.5
2299,desenvolvimento,54.0,9.3
2300,desenvolvimento,49.7,9.1
2301,desenvolvimento,48.9,8.9
2302,desenvolvimento,48.1,8.7
2303,desenvolvimento,47.1,8.5
2304,desenvolvimento,46.2,8.3
2305,desenvolvimento,45.3,8.2
2306,desenvolvimento,44.3,8.0
2307,desenvolvimento,43.3,7.8
2308,desenvolvimento,42.3,7.6
2309,desenvolvimento,41.5,7.4
2310,desenvolvimento,48.0,7.2
2311,desenvolvimento,41.0,7.0
2312,desenvolvimento,39.0,6.7
2313,desenvolvido,83.1,15.4
2314,desenvolvido,82.9,15.4
2315,desenvolvido,82.7,15.4
2316,desenvolvido,82.5,15.4
2317,desenvolvido,82.2,15.2
2318,desenvolvido,82.0,14.5
2319,desenvolvido,81.7,14.4
2320,desenvolvido,81.4,14.2
2321,desenvolvido,81.1,14.1
2322,desenvolvido,87.0,13.9
2323,desenvolvido,82.0,12.6
2324,desenvolvido,79.7,12.7
2325,desenvolvido,79.3,12.7
2326,desenvolvido,79.0,12.6
2327,desenvolvido,78.7,12.7
2328,desenvolvido,78.3,12.5
2329,desenvolvido,76.7,15.0
2330,desenvolvido,76.4,15.1
2331,desenvolvido,76.1,15.0
2332,desenvolvido,75.8,15.0
2333,desenvolvido,75.6,15.0
2334,desenvolvido,75.1,15.0
2335,desenvolvido,75.0,14.9
2336,desenvolvido,74.7,14.8
2337,desenvolvido,74.4,14.5
2338,desenvolvido,74.3,14.3
2339,desenvolvido,74.0,14.0
2340,desenvolvido,74.1,13.8
2341,desenvolvido,73.8,13.6
2342,desenvolvido,73.7,13.3
2343,desenvolvido,73.3,13.3
2344,desenvolvido,73.0,13.0
2345,desenvolvido,88.0,17.3
2346,desenvolvido,87.0,17.6
2347,desenvolvido,85.0,16.8
2348,desenvolvido,82.0,16.8
2349,desenvolvido,79.8,17.0
2350,desenvolvido,79.5,16.9
2351,desenvolvido,79.1,16.9
2352,desenvolvido,78.9,16.9
2353,desenvolvido,78.3,16.8
2354,desenvolvido,78.1,16.7
2355,desenvolvido,77.5,16.3
2356,desenvolvido,77.2,16.6
2357,desenvolvido,76.5,16.1
2358,desenvolvido,76.6,15.6
2359,desenvolvido,76.2,14.7
2360,desenvolvido,76.0,14.6
2361,desenvolvimento,69.2,9.6
2362,desenvolvimento,68.8,9.6
2363,desenvolvimento,68.8,9.5
2364,desenvolvimento,68.7,9.4
2365,desenvolvimento,68.5,9.4
2366,desenvolvimento,68.3,9.3
2367,desenvolvimento,68.1,9.3
2368,desenvolvimento,68.0,9.2
2369,desenvolvimento,67.6,9.0
2370,desenvolvimento,67.6,8.4
2371,desenvolvimento,67.4,8.3
2372,desenvolvimento,67.1,8.1
2373,desenvolvimento,66.8,8.0
2374,desenvolvimento,66.5,7.3
2375,desenvolvimento,66.2,6.6
2376,desenvolvimento,65.8,7.2
2393,desenvolvimento,62.9,13.0
2394,desenvolvimento,62.0,13.0
2395,desenvolvimento,69.0,12.8
2396,desenvolvimento,59.2,12.8
